Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,CareerAtCompany_ratio,RoleStability_ratio,ManagerStability_ratio,CareerStart_Age,IncomePerExperience,BurnoutRisk,Satisfaction_Composite,Stability_Score,Stress_Amplifier
51,1,632,2,21,4,2,3,1,71,3,2,7,4,2,5441,8423,0,1,22,4,0,11,2,1,10,7,1,0,0.9090909090909091,0.7,0.0,40,494.6363636363636,2,3.6666666666666665,0.5363636363636363,4
32,2,689,2,9,2,3,4,1,35,1,2,7,4,0,4668,22812,0,0,17,4,3,9,2,4,8,7,0,7,0.8888888888888888,0.875,0.875,23,518.6666666666666,1,4.0,0.8796296296296297,0
48,1,626,1,1,2,1,1,1,98,2,3,2,3,2,5381,19294,9,1,13,4,0,23,2,3,1,0,0,0,0.043478260869565216,0.0,0.0,25,233.95652173913044,0,2.6666666666666665,0.014492753623188406,2
22,1,604,1,6,1,3,1,1,69,3,1,6,3,1,2773,12145,0,0,20,4,0,3,3,3,2,2,2,2,0.6666666666666666,1.0,1.0,19,924.3333333333334,1,2.6666666666666665,0.8888888888888888,0
29,1,1086,1,7,1,3,1,0,62,2,1,2,4,0,2532,6054,6,0,14,3,3,8,5,3,4,3,0,3,0.5,0.75,0.75,21,316.5,1,2.6666666666666665,0.6666666666666666,0
32,1,1062,1,2,3,3,3,0,75,3,1,2,2,1,2370,3956,1,0,13,3,1,8,4,3,8,0,0,7,1.0,0.0,0.875,24,296.25,1,2.6666666666666665,0.625,1
41,2,840,1,9,3,3,1,1,64,3,5,5,3,0,19419,3735,2,0,17,2,1,21,2,4,18,16,0,11,0.8571428571428571,0.8888888888888888,0.6111111111111112,20,924.7142857142857,1,2.0,0.7857142857142857,0
53,1,1168,2,24,4,1,1,1,66,3,3,7,1,2,10448,5843,6,1,13,2,0,15,2,2,2,2,2,2,0.13333333333333333,1.0,1.0,38,696.5333333333333,2,1.3333333333333333,0.7111111111111111,5
35,2,130,1,25,4,1,4,0,96,3,1,6,2,0,2022,16612,1,1,19,1,1,10,3,2,10,2,7,8,1.0,0.2,0.8,25,202.2,2,2.3333333333333335,0.6666666666666666,5
49,1,470,1,20,4,3,3,0,96,3,2,4,1,1,6567,5549,1,0,14,3,0,16,2,2,15,11,5,11,0.9375,0.7333333333333333,0.7333333333333333,33,410.4375,0,2.3333333333333335,0.8013888888888889,3
39,1,1387,1,10,5,3,2,1,76,3,2,4,1,1,5377,3835,2,0,13,4,3,10,3,3,7,7,7,7,0.7,1.0,1.0,29,537.7,1,2.3333333333333335,0.9,1
48,2,365,1,4,5,3,3,1,89,2,4,3,4,1,15202,5602,2,0,25,2,1,23,3,3,2,2,2,2,0.08695652173913043,1.0,1.0,25,660.9565217391304,1,3.0,0.6956521739130435,0
35,1,556,1,23,2,1,2,1,50,2,2,4,3,1,5916,15497,3,1,13,1,0,8,1,3,1,0,0,1,0.125,0.0,1.0,27,739.5,0,2.0,0.375,2
27,1,205,2,10,3,2,4,0,98,2,2,7,4,1,5769,7100,1,1,11,4,0,6,3,3,6,2,4,4,1.0,0.3333333333333333,0.6666666666666666,21,961.5,0,4.0,0.6666666666666666,2
30,2,600,0,8,3,0,3,0,66,2,1,1,4,0,2180,9732,6,0,11,3,1,6,0,2,4,2,1,2,0.6666666666666666,0.5,0.5,24,363.3333333333333,0,3.3333333333333335,0.5555555555555555,2
45,1,192,1,10,2,1,1,1,69,3,1,6,4,1,2654,9655,3,0,21,4,2,8,3,2,2,2,0,2,0.25,1.0,1.0,37,331.75,0,3.0,0.75,2
36,1,884,2,1,4,1,2,0,73,3,2,7,3,2,6815,21447,6,0,13,1,0,15,5,3,1,0,0,0,0.06666666666666667,0.0,0.0,21,454.3333333333333,1,2.0,0.022222222222222223,0
54,1,376,1,19,4,3,4,0,95,3,2,4,1,0,5485,22670,9,1,11,2,2,9,4,3,5,3,1,4,0.5555555555555556,0.6,0.8,45,609.4444444444445,0,2.3333333333333335,0.6518518518518518,3
41,0,552,0,4,3,0,3,1,60,1,2,1,2,1,6430,20794,6,0,19,2,1,10,4,3,3,2,1,2,0.3,0.6666666666666666,0.6666666666666666,31,643.0,1,2.3333333333333335,0.5444444444444444,1
29,1,1246,2,19,3,1,3,1,77,2,2,7,3,0,8620,23757,1,0,14,3,2,10,3,3,10,7,0,4,1.0,0.7,0.4,19,862.0,1,3.0,0.7000000000000001,0
33,1,575,1,25,3,1,4,1,44,2,2,4,2,2,4320,24152,1,0,13,4,0,5,2,3,5,3,0,2,1.0,0.6,0.4,28,864.0,1,3.3333333333333335,0.6666666666666666,1
49,1,1184,2,11,3,2,3,0,43,3,3,7,4,1,7654,5860,1,0,18,1,2,9,3,4,9,8,7,7,1.0,0.8888888888888888,0.7777777777777778,40,850.4444444444445,1,2.6666666666666665,0.8888888888888888,0
27,2,1410,2,3,1,3,4,0,71,4,2,7,4,0,4647,16673,1,1,20,2,2,6,3,3,6,5,0,4,1.0,0.8333333333333334,0.6666666666666666,21,774.5,0,3.3333333333333335,0.8333333333333334,2
37,0,142,2,9,4,3,1,1,69,3,3,7,2,0,8834,24666,1,0,13,4,1,9,6,3,9,5,7,7,1.0,0.5555555555555556,0.7777777777777778,28,981.5555555555555,1,2.3333333333333335,0.7777777777777778,1
41,2,1200,1,22,3,1,4,0,75,3,2,6,4,0,5467,13953,3,1,14,1,2,12,4,2,6,2,3,3,0.5,0.3333333333333333,0.5,29,455.5833333333333,2,3.0,0.4444444444444444,4
37,1,1017,1,1,2,3,3,0,83,2,1,6,1,1,3920,18697,2,0,14,1,1,17,2,2,3,1,0,2,0.17647058823529413,0.3333333333333333,0.6666666666666666,20,230.58823529411765,0,1.6666666666666667,0.392156862745098,3
31,1,1154,2,2,2,1,1,1,54,3,1,8,3,1,3067,6393,0,0,19,3,1,3,1,3,2,2,1,2,0.6666666666666666,1.0,1.0,28,1022.3333333333334,1,2.3333333333333335,0.8888888888888888,0
34,2,658,1,7,3,1,1,1,66,1,2,2,3,2,6074,22887,1,1,24,4,0,9,3,3,9,7,0,6,1.0,0.7777777777777778,0.6666666666666666,25,674.8888888888889,0,2.6666666666666665,0.8148148148148148,2
50,0,145,2,1,3,1,4,0,95,3,2,7,3,1,6347,24920,0,0,12,1,1,19,3,3,18,7,0,13,0.9473684210526315,0.3888888888888889,0.7222222222222222,31,334.05263157894734,1,2.6666666666666665,0.6861598440545809,0
30,1,1240,0,9,3,0,3,1,48,3,2,1,4,1,6347,13982,0,1,19,4,0,12,2,1,11,9,4,7,0.9166666666666666,0.8181818181818182,0.6363636363636364,18,528.9166666666666,2,3.6666666666666665,0.7904040404040403,4
38,1,1495,1,4,2,3,4,0,87,3,1,2,3,1,3306,26176,7,0,19,4,1,7,5,2,0,0,0,0,0.0,0.0,0.0,31,472.2857142857143,0,3.6666666666666665,0.0,2
27,0,210,2,1,1,2,3,1,73,3,2,7,2,1,6349,22107,0,1,13,4,1,6,0,3,5,4,1,4,0.8333333333333334,0.8,0.8,21,1058.1666666666667,0,3.0,0.8111111111111112,3
50,2,1115,1,1,3,1,1,0,73,3,5,5,2,1,18172,9755,3,1,19,1,0,28,1,2,8,3,0,7,0.2857142857142857,0.375,0.875,22,649.0,2,1.3333333333333333,0.5119047619047619,5
26,1,841,1,6,3,4,3,0,46,2,1,6,2,1,2368,23300,1,0,19,3,0,5,3,2,5,4,4,3,1.0,0.8,0.6,21,473.6,0,2.6666666666666665,0.7999999999999999,3
28,1,440,1,21,3,3,3,1,42,3,1,6,4,1,2713,6672,1,0,11,3,1,5,2,1,5,2,0,2,1.0,0.4,0.4,23,542.6,0,3.3333333333333335,0.6,2
34,2,303,2,2,4,2,3,0,75,3,1,8,3,1,2231,11314,6,0,18,4,1,6,3,3,4,3,1,2,0.6666666666666666,0.75,0.5,28,371.8333333333333,1,3.3333333333333335,0.6388888888888888,0
21,2,251,1,10,2,1,1,0,45,2,1,2,3,2,2625,25308,1,0,20,3,0,2,2,1,2,2,2,2,1.0,1.0,1.0,19,1312.5,0,2.3333333333333335,1.0,2
42,2,1368,1,28,4,5,4,0,88,2,2,0,4,1,4523,4386,0,0,11,4,3,7,4,4,6,5,0,4,0.8571428571428571,0.8333333333333334,0.6666666666666666,35,646.1428571428571,1,4.0,0.7857142857142857,0
37,1,370,1,10,4,3,4,1,58,3,2,4,1,2,4213,4992,1,0,15,2,0,10,4,1,10,3,0,8,1.0,0.3,0.8,27,421.3,0,2.3333333333333335,0.7000000000000001,3
33,1,1216,2,8,4,2,3,1,39,3,2,7,3,0,7104,20431,0,0,12,4,0,6,3,3,5,0,1,2,0.8333333333333334,0.0,0.4,27,1184.0,1,3.3333333333333335,0.41111111111111115,0
43,1,177,1,8,3,1,1,0,55,3,2,4,2,0,4765,23814,4,0,21,3,1,4,2,4,1,0,0,0,0.25,0.0,0.0,39,1191.25,1,2.0,0.08333333333333333,1
32,1,1259,1,2,4,1,4,1,95,3,1,2,2,2,1393,24852,1,0,12,1,0,1,2,3,1,0,0,0,1.0,0.0,0.0,31,1393.0,1,2.3333333333333335,0.3333333333333333,1
27,1,1354,1,2,4,5,2,1,41,3,1,6,2,1,2226,6073,1,0,11,3,1,6,3,2,5,3,1,2,0.8333333333333334,0.6,0.4,21,371.0,0,2.3333333333333335,0.6111111111111112,3
25,1,1280,1,7,1,3,4,1,64,2,1,6,4,1,2889,26897,1,0,11,3,2,2,2,3,2,2,2,1,1.0,1.0,0.5,23,1444.5,1,3.6666666666666665,0.8333333333333334,0
29,1,1010,1,1,3,1,1,0,97,3,1,6,4,0,3760,5598,1,0,15,1,3,3,5,3,3,2,1,2,1.0,0.6666666666666666,0.6666666666666666,26,1253.3333333333333,1,2.0,0.7777777777777777,0
38,1,833,1,18,3,3,2,1,60,1,2,0,4,1,5811,24539,3,1,16,3,1,15,2,3,1,0,1,0,0.06666666666666667,0.0,0.0,23,387.4,0,3.0,0.022222222222222223,2
45,1,252,1,1,3,4,3,1,70,4,5,3,4,1,19202,15970,0,0,11,3,1,25,2,3,24,0,1,7,0.96,0.0,0.2916666666666667,20,768.08,1,3.3333333333333335,0.4172222222222222,0
34,0,967,1,16,4,5,4,1,85,1,1,6,1,1,2307,14460,1,1,23,2,1,5,2,3,5,2,3,0,1.0,0.4,0.0,29,461.4,0,2.3333333333333335,0.4666666666666666,3
29,0,746,2,2,3,1,4,1,61,3,2,7,3,1,4649,16928,1,0,14,1,1,4,3,2,4,3,0,2,1.0,0.75,0.5,25,1162.25,0,2.6666666666666665,0.75,2
27,1,1469,1,1,2,3,4,1,82,3,1,2,2,0,3816,17881,1,0,11,2,1,5,2,3,5,2,0,4,1.0,0.4,0.8,22,763.2,1,2.6666666666666665,0.7333333333333334,1
44,1,661,1,9,2,1,2,1,61,3,1,6,1,1,2559,7508,1,1,13,4,0,8,0,3,8,7,7,1,1.0,0.875,0.125,36,319.875,0,2.3333333333333335,0.6666666666666666,3
33,1,1069,1,1,3,1,2,0,42,2,2,0,4,2,6949,12291,0,0,14,1,0,6,3,3,5,0,1,4,0.8333333333333334,0.0,0.8,27,1158.1666666666667,1,2.3333333333333335,0.5444444444444444,0
40,2,530,1,1,4,1,3,1,78,2,4,0,2,1,13503,14115,1,0,22,4,1,22,3,2,22,3,11,11,1.0,0.13636363636363635,0.5,18,613.7727272727273,0,3.0,0.5454545454545454,3
38,1,770,2,10,4,2,3,1,73,2,3,7,3,0,8740,5569,0,1,14,2,2,9,2,3,8,7,2,7,0.8888888888888888,0.875,0.875,29,971.1111111111111,0,2.6666666666666665,0.8796296296296297,2
40,1,300,2,26,3,2,3,1,74,3,2,7,1,1,8396,22217,1,0,14,2,1,8,3,2,7,7,7,5,0.875,1.0,0.7142857142857143,32,1049.5,0,2.0,0.8630952380952381,3
32,1,827,1,1,1,1,4,1,71,3,1,6,1,2,2956,15178,1,0,13,4,0,1,2,3,1,0,0,0,1.0,0.0,0.0,31,2956.0,1,3.0,0.3333333333333333,1
33,1,147,1,4,4,3,3,0,47,2,1,6,2,1,2622,13248,6,0,21,4,0,7,3,3,3,2,1,1,0.42857142857142855,0.6666666666666666,0.3333333333333333,26,374.57142857142856,1,3.0,0.4761904761904761,1
36,1,1396,1,5,2,1,4,1,62,3,2,2,2,2,5914,9945,8,0,16,4,0,16,3,4,13,11,3,7,0.8125,0.8461538461538461,0.5384615384615384,20,369.625,1,3.3333333333333335,0.7323717948717948,1
42,1,932,1,1,2,1,4,0,43,2,2,4,4,1,6062,4051,9,1,13,4,1,8,4,3,4,3,0,2,0.5,0.75,0.5,34,757.75,0,4.0,0.5833333333333334,2
36,1,885,1,16,4,1,3,0,43,4,1,2,1,2,2743,8269,1,0,16,3,0,18,1,3,17,13,15,14,0.9444444444444444,0.7647058823529411,0.8235294117647058,18,152.38888888888889,1,2.3333333333333335,0.8442265795206971,1
36,1,429,1,2,4,1,3,0,53,3,2,4,2,2,5410,2323,9,1,11,4,0,18,2,3,16,14,5,12,0.8888888888888888,0.875,0.75,18,300.55555555555554,0,3.0,0.8379629629629629,3
28,2,1009,1,1,3,3,1,1,45,2,1,2,2,0,2596,7160,1,0,15,1,2,1,2,3,1,0,0,0,1.0,0.0,0.0,27,2596.0,1,1.3333333333333333,0.3333333333333333,1
37,1,977,1,1,3,1,4,0,56,2,2,4,4,1,6474,9961,1,0,13,2,1,14,2,2,14,8,3,11,1.0,0.5714285714285714,0.7857142857142857,23,462.42857142857144,0,3.3333333333333335,0.7857142857142857,2
45,1,1005,1,28,2,5,4,0,48,2,4,5,2,2,16704,17119,1,0,11,3,0,21,2,3,21,6,8,6,1.0,0.2857142857142857,0.2857142857142857,24,795.4285714285714,1,3.0,0.5238095238095237,1
48,1,1221,2,7,3,2,3,1,96,3,2,7,1,0,5486,24795,4,0,11,1,3,15,3,3,2,2,2,2,0.13333333333333333,1.0,1.0,33,365.73333333333335,1,1.6666666666666667,0.7111111111111111,1
40,1,1137,1,1,4,1,1,1,98,3,4,3,1,0,16823,18991,2,0,11,1,1,22,3,3,19,7,11,16,0.8636363636363636,0.3684210526315789,0.8421052631578947,18,764.6818181818181,1,1.0,0.6913875598086124,1
33,2,970,2,7,3,1,4,0,30,3,2,7,2,1,4302,13401,0,0,17,3,1,4,3,3,3,2,0,2,0.75,0.6666666666666666,0.6666666666666666,29,1075.5,1,3.0,0.6944444444444443,1
38,1,397,1,2,2,3,4,0,54,2,3,4,3,1,7756,14199,3,1,19,4,1,10,6,4,5,4,0,2,0.5,0.8,0.4,28,775.6,0,3.6666666666666665,0.5666666666666668,2
29,1,1283,1,23,3,1,4,1,54,3,1,6,4,2,2201,18168,9,0,16,4,0,6,4,3,3,2,1,2,0.5,0.6666666666666666,0.6666666666666666,23,366.8333333333333,1,4.0,0.611111111111111,0
42,1,300,1,2,3,1,1,1,56,3,5,3,3,1,18880,17312,5,0,11,1,0,24,2,2,22,6,4,14,0.9166666666666666,0.2727272727272727,0.6363636363636364,18,786.6666666666666,0,1.6666666666666667,0.6085858585858586,2
28,2,773,1,6,3,1,3,1,39,2,1,6,3,0,2703,22088,1,1,14,4,1,3,2,3,3,1,0,2,1.0,0.3333333333333333,0.6666666666666666,25,901.0,0,3.3333333333333335,0.6666666666666666,2
55,1,1441,1,22,3,5,1,1,94,2,1,6,2,0,3537,23737,5,0,12,4,1,8,1,3,4,2,1,2,0.5,0.5,0.5,47,442.125,1,2.3333333333333335,0.5,1
52,1,1490,1,4,2,1,4,0,30,3,4,3,4,1,16555,10310,2,0,13,4,0,31,2,1,5,2,1,4,0.16129032258064516,0.4,0.8,21,534.0322580645161,0,4.0,0.4537634408602151,2
44,1,1313,1,7,3,3,2,0,31,3,5,5,4,0,19049,3549,0,1,14,4,1,23,4,2,22,7,1,10,0.9565217391304348,0.3181818181818182,0.45454545454545453,21,828.2173913043479,2,3.3333333333333335,0.5764163372859025,4
36,1,164,2,2,2,3,2,1,61,2,3,7,3,1,7596,3809,1,0,13,2,2,10,2,3,10,9,9,0,1.0,0.9,0.0,26,759.6,1,2.3333333333333335,0.6333333333333333,0
55,1,1311,1,2,3,1,3,0,97,3,4,3,4,2,16659,23258,2,1,13,3,0,30,2,3,5,4,1,2,0.16666666666666666,0.8,0.4,25,555.3,0,3.3333333333333335,0.45555555555555555,2
32,0,1200,1,1,4,5,4,1,62,3,2,6,1,1,4087,25174,4,0,14,2,1,9,3,2,6,5,1,2,0.6666666666666666,0.8333333333333334,0.3333333333333333,23,454.1111111111111,0,2.3333333333333335,0.611111111111111,3
24,1,1353,2,3,2,4,1,0,33,3,2,7,3,1,4999,17519,0,0,21,1,1,4,2,2,3,2,0,2,0.75,0.6666666666666666,0.6666666666666666,20,1249.75,0,1.6666666666666667,0.6944444444444443,2
42,1,1396,1,6,3,3,3,1,83,3,3,5,1,1,13348,14842,9,0,13,2,1,18,3,4,13,7,5,7,0.7222222222222222,0.5384615384615384,0.5384615384615384,24,741.5555555555555,1,2.0,0.5997150997150996,1
53,1,447,1,2,3,3,4,1,39,4,4,5,2,2,16598,19764,4,0,12,2,0,35,2,2,9,8,8,8,0.2571428571428571,0.8888888888888888,0.8888888888888888,18,474.22857142857146,0,2.6666666666666665,0.6783068783068783,3
26,1,157,1,1,3,3,3,1,95,3,1,2,1,2,2867,20006,0,0,13,4,0,8,6,2,7,7,7,6,0.875,1.0,0.8571428571428571,18,358.375,0,2.6666666666666665,0.9107142857142857,3
38,1,702,2,1,4,1,1,0,59,2,2,7,4,2,8686,12930,4,0,22,3,0,12,2,4,8,3,0,7,0.6666666666666666,0.375,0.875,26,723.8333333333334,1,2.6666666666666665,0.6388888888888888,0
35,1,303,2,27,3,1,3,1,84,3,2,7,4,2,5813,13492,1,1,18,4,0,10,2,3,10,7,7,7,1.0,0.7,0.7,25,581.3,0,3.6666666666666665,0.7999999999999999,2
25,1,240,2,5,3,2,3,1,46,2,2,7,3,2,5744,26959,1,1,11,4,0,6,1,3,6,4,0,3,1.0,0.6666666666666666,0.5,19,957.3333333333334,0,3.3333333333333335,0.7222222222222222,2
51,2,1456,1,1,4,3,1,0,30,2,3,0,1,2,7484,25796,3,0,20,3,0,23,1,2,13,12,12,8,0.5652173913043478,0.9230769230769231,0.6153846153846154,28,325.39130434782606,0,1.6666666666666667,0.7012263099219621,3
35,1,1214,1,1,3,3,2,1,30,2,1,6,3,2,2859,26278,1,0,18,1,0,6,3,3,6,4,0,4,1.0,0.6666666666666666,0.6666666666666666,29,476.5,1,2.0,0.7777777777777777,0
40,1,1300,1,24,2,5,1,1,62,3,2,6,4,0,3319,24447,1,0,17,1,2,9,3,3,9,8,4,7,1.0,0.8888888888888888,0.7777777777777778,31,368.77777777777777,1,2.0,0.8888888888888888,0
23,1,373,1,1,2,1,4,1,47,3,1,6,3,1,1223,16901,1,0,22,4,1,1,2,3,1,0,0,1,1.0,0.0,1.0,22,1223.0,1,3.6666666666666665,0.6666666666666666,0
31,2,703,2,2,3,1,3,0,90,2,1,8,4,2,2785,11882,7,0,14,3,0,3,3,4,1,0,0,0,0.3333333333333333,0.0,0.0,28,928.3333333333334,1,3.3333333333333335,0.1111111111111111,0
27,2,994,2,8,3,1,4,1,37,3,3,7,3,2,8726,2975,1,0,15,4,0,9,0,3,9,8,1,7,1.0,0.8888888888888888,0.7777777777777778,18,969.5555555555555,1,3.6666666666666665,0.8888888888888888,0
46,1,377,2,9,3,2,1,1,52,3,3,7,4,0,10096,15986,4,0,11,1,1,28,1,4,7,7,4,3,0.25,1.0,0.42857142857142855,18,360.57142857142856,1,2.0,0.5595238095238095,0
44,0,981,1,5,3,1,3,1,90,2,1,2,3,2,3162,7973,3,0,14,4,0,7,5,3,5,2,0,3,0.7142857142857143,0.4,0.6,37,451.7142857142857,1,3.3333333333333335,0.5714285714285715,0
31,0,1188,2,20,2,2,4,0,45,3,2,7,3,1,6932,24406,1,0,13,4,1,9,2,2,9,8,0,0,1.0,0.8888888888888888,0.0,22,770.2222222222222,0,3.6666666666666665,0.6296296296296297,2
40,0,1151,1,9,5,1,4,1,63,2,2,0,4,1,4876,14242,9,0,14,4,1,5,5,1,3,2,0,2,0.6,0.6666666666666666,0.6666666666666666,35,975.2,0,4.0,0.6444444444444444,2
54,1,1147,2,3,3,2,4,0,52,3,2,7,1,1,5940,17011,2,0,14,4,1,16,4,3,6,2,0,5,0.375,0.3333333333333333,0.8333333333333334,38,371.25,1,3.0,0.5138888888888888,1
20,1,727,2,9,1,1,4,1,54,3,1,8,1,2,2728,21082,1,0,11,1,0,2,3,3,2,2,0,2,1.0,1.0,1.0,18,1364.0,1,2.0,1.0,1
27,2,1337,0,22,3,0,1,0,58,2,1,1,2,1,2863,19555,1,0,12,1,0,1,2,3,1,0,0,0,1.0,0.0,0.0,26,2863.0,1,1.3333333333333333,0.3333333333333333,1
29,1,352,0,6,1,3,4,1,87,2,1,1,2,1,2804,15434,1,0,11,4,0,1,3,3,1,0,0,0,1.0,0.0,0.0,28,2804.0,1,3.3333333333333335,0.3333333333333333,1
52,1,621,2,3,4,2,3,1,31,2,4,3,1,1,16856,10084,1,0,11,1,0,34,3,4,34,6,1,16,1.0,0.17647058823529413,0.47058823529411764,18,495.7647058823529,1,1.6666666666666667,0.5490196078431372,1
26,1,192,1,1,2,3,1,1,59,2,1,2,1,1,3955,11141,1,0,16,1,2,6,2,3,5,3,1,3,0.8333333333333334,0.6,0.6,20,659.1666666666666,1,1.0,0.6777777777777777,1
29,1,318,1,8,4,4,2,1,77,1,1,2,1,1,2119,4759,1,1,11,4,0,7,4,2,7,7,0,7,1.0,1.0,1.0,22,302.7142857142857,2,2.3333333333333335,1.0,5
57,1,405,1,1,2,1,2,1,93,4,2,6,3,1,4900,2721,0,0,24,1,1,13,2,2,12,9,2,8,0.9230769230769231,0.75,0.6666666666666666,44,376.9230769230769,0,2.0,0.7799145299145299,2
35,1,622,1,14,4,4,3,1,39,2,1,2,2,0,3743,10074,1,1,24,4,1,5,2,1,4,2,0,2,0.8,0.5,0.5,30,748.6,2,3.0,0.6,5
35,1,1395,1,9,4,3,2,1,48,3,2,6,3,2,5098,18698,1,0,19,2,0,10,5,3,10,7,0,8,1.0,0.7,0.8,25,509.8,1,2.3333333333333335,0.8333333333333334,0
40,2,791,1,2,2,3,3,0,38,4,2,0,2,1,4244,9931,1,0,24,4,1,8,2,3,8,7,3,7,1.0,0.875,0.875,32,530.5,1,3.0,0.9166666666666666,1
49,1,809,1,1,3,1,3,1,36,3,4,3,3,2,15379,22384,4,0,14,1,0,23,2,3,8,7,0,0,0.34782608695652173,0.875,0.0,26,668.6521739130435,1,2.3333333333333335,0.4076086956521739,0
53,1,1070,1,3,4,3,3,1,45,3,4,5,3,1,17584,21016,3,1,16,4,3,21,5,2,5,3,1,3,0.23809523809523808,0.6,0.6,32,837.3333333333334,2,3.3333333333333335,0.47936507936507927,4
18,0,287,1,5,2,1,2,1,73,3,1,6,4,2,1051,13493,1,0,15,4,0,0,2,3,0,0,0,0,0.0,0.0,0.0,18,1051.0,1,3.3333333333333335,0.0,0
34,2,560,1,1,4,4,4,1,91,3,1,6,1,0,2996,20284,5,0,14,3,2,10,2,3,4,3,1,3,0.4,0.75,0.75,24,299.6,1,2.6666666666666665,0.6333333333333333,1
30,0,641,2,25,2,5,4,0,85,3,2,7,3,1,4736,6069,7,1,12,2,1,4,2,4,2,2,2,2,0.5,1.0,1.0,26,1184.0,0,3.0,0.8333333333333334,2
29,1,153,1,15,2,1,4,0,49,2,2,2,3,2,4193,12682,0,1,12,4,0,10,3,3,9,5,0,8,0.9,0.5555555555555556,0.8888888888888888,19,419.3,0,3.6666666666666665,0.7814814814814816,2
39,1,1122,1,6,3,3,4,1,70,3,1,2,1,1,2404,4303,7,1,21,4,0,8,2,1,2,2,2,2,0.25,1.0,1.0,31,300.5,2,3.0,0.75,5
28,0,280,0,1,2,1,3,1,43,3,1,1,4,0,2706,10494,1,0,15,2,1,3,2,3,3,2,2,2,1.0,0.6666666666666666,0.6666666666666666,25,902.0,1,3.0,0.7777777777777777,0
60,1,370,1,1,4,3,3,1,92,1,3,0,4,0,10883,20467,3,0,20,3,1,19,2,4,1,0,0,0,0.05263157894736842,0.0,0.0,41,572.7894736842105,1,3.3333333333333335,0.017543859649122806,0
45,0,805,1,4,2,1,3,1,57,3,2,2,2,1,4447,23163,1,0,12,2,0,9,5,2,9,7,0,8,1.0,0.7777777777777778,0.8888888888888888,36,494.1111111111111,0,2.3333333333333335,0.8888888888888888,3
35,1,982,1,1,4,3,4,1,58,2,1,2,3,1,2258,16340,6,0,12,2,1,10,2,3,8,0,1,7,0.8,0.0,0.875,25,225.8,1,3.0,0.5583333333333333,0
56,2,906,2,6,3,1,3,0,86,4,4,7,1,1,13212,18256,9,0,11,4,3,36,0,2,7,7,7,7,0.19444444444444445,1.0,1.0,20,367.0,0,2.6666666666666665,0.7314814814814815,3
27,1,135,1,17,4,1,4,0,51,3,1,6,3,2,2394,25681,1,1,13,4,0,8,2,3,8,2,7,7,1.0,0.25,0.875,19,299.25,0,3.6666666666666665,0.7083333333333334,2
24,1,1371,2,10,4,2,4,0,77,3,2,7,3,0,4260,5915,1,1,12,4,1,5,2,4,5,2,0,3,1.0,0.4,0.6,19,852.0,0,3.6666666666666665,0.6666666666666666,2
33,1,1099,1,4,4,3,1,0,82,2,1,2,2,1,3838,8192,8,0,11,4,0,8,5,3,5,4,0,2,0.625,0.8,0.4,25,479.75,1,2.3333333333333335,0.6083333333333334,1
43,1,415,2,25,3,3,3,1,79,2,3,7,4,0,10798,5268,5,0,13,3,1,18,5,3,1,0,0,0,0.05555555555555555,0.0,0.0,25,599.8888888888889,1,3.3333333333333335,0.018518518518518517,0
29,1,408,2,23,1,1,4,0,45,2,3,7,1,1,7336,11162,1,0,13,1,1,11,3,1,11,8,3,10,1.0,0.7272727272727273,0.9090909090909091,18,666.9090909090909,0,2.0,0.8787878787878788,3
45,1,954,2,2,2,5,2,1,46,1,2,8,3,2,6632,12388,0,0,13,1,0,9,3,3,8,7,3,1,0.8888888888888888,0.875,0.125,36,736.8888888888889,1,2.0,0.6296296296296297,0
47,2,217,2,3,3,3,4,0,49,3,4,7,3,0,13770,10225,9,1,12,4,2,28,2,2,22,2,11,13,0.7857142857142857,0.09090909090909091,0.5909090909090909,19,491.7857142857143,2,3.6666666666666665,0.4891774891774892,4
31,1,471,1,4,3,3,1,0,62,4,1,2,3,0,3978,16031,8,0,12,2,1,4,0,2,2,2,2,2,0.5,1.0,1.0,27,994.5,0,2.0,0.8333333333333334,2
20,1,959,1,1,3,1,4,0,83,2,1,6,2,2,2836,11757,1,0,13,4,0,1,0,4,1,0,0,0,1.0,0.0,0.0,19,2836.0,1,3.3333333333333335,0.3333333333333333,1
43,1,1291,1,15,2,1,3,1,65,2,4,5,3,1,17603,3525,1,0,24,1,1,14,3,3,14,10,6,11,1.0,0.7142857142857143,0.7857142857142857,29,1257.357142857143,1,2.3333333333333335,0.8333333333333334,0
36,1,1299,1,27,3,3,3,1,94,3,2,0,3,1,5237,16577,6,0,13,2,2,17,3,2,7,7,7,7,0.4117647058823529,1.0,1.0,19,308.05882352941177,0,2.6666666666666665,0.8039215686274509,2
27,2,1131,1,15,3,1,4,0,77,2,1,6,1,1,4774,23844,0,0,19,4,1,8,2,2,7,6,7,3,0.875,0.8571428571428571,0.42857142857142855,19,596.75,0,3.0,0.7202380952380952,3
